fma_track_id,track_id,archive
395,395.0,0-256.parquet.gzip
396,396.0,0-256.parquet.gzip
397,397.0,0-256.parquet.gzip
398,398.0,0-256.parquet.gzip
399,399.0,0-256.parquet.gzip
400,400.0,0-256.parquet.gzip
401,401.0,0-256.parquet.gzip
402,402.0,0-256.parquet.gzip
403,403.0,0-256.parquet.gzip
404,404.0,0-256.parquet.gzip
405,405.0,0-256.parquet.gzip
406,406.0,0-256.parquet.gzip
407,407.0,0-256.parquet.gzip
408,408.0,0-256.parquet.gzip
410,410.0,0-256.parquet.gzip
411,411.0,0-256.parquet.gzip
412,412.0,0-256.parquet.gzip
414,414.0,0-256.parquet.gzip
416,416.0,0-256.parquet.gzip
458,458.0,0-256.parquet.gzip
459,459.0,0-256.parquet.gzip
466,466.0,0-256.parquet.gzip
467,467.0,0-256.parquet.gzip
468,468.0,0-256.parquet.gzip
469,469.0,0-256.parquet.gzip
470,470.0,0-256.parquet.gzip
471,471.0,0-256.parquet.gzip
472,472.0,0-256.parquet.gzip
473,473.0,0-256.parquet.gzip
474,474.0,0-256.parquet.gzip
475,475.0,0-256.parquet.gzip
476,476.0,0-256.parquet.gzip
477,477.0,0-256.parquet.gzip
478,478.0,0-256.parquet.gzip
479,479.0,0-256.parquet.gzip
480,480.0,0-256.parquet.gzip
481,481.0,0-256.parquet.gzip
482,482.0,0-256.parquet.gzip
483,483.0,0-256.parquet.gzip
484,484.0,0-256.parquet.gzip
485,485.0,0-256.parquet.gzip
486,486.0,0-256.parquet.gzip
487,487.0,0-256.parquet.gzip
489,489.0,0-256.parquet.gzip
490,490.0,0-256.parquet.gzip
491,491.0,0-256.parquet.gzip
492,492.0,0-256.parquet.gzip
493,493.0,0-256.parquet.gzip
495,495.0,0-256.parquet.gzip
496,496.0,0-256.parquet.gzip
497,497.0,0-256.parquet.gzip
498,498.0,0-256.parquet.gzip
500,500.0,0-256.parquet.gzip
501,501.0,0-256.parquet.gzip
502,502.0,0-256.parquet.gzip
503,503.0,0-256.parquet.gzip
504,504.0,0-256.parquet.gzip
506,506.0,0-256.parquet.gzip
507,507.0,0-256.parquet.gzip
508,508.0,0-256.parquet.gzip
509,509.0,0-256.parquet.gzip
510,510.0,0-256.parquet.gzip
511,511.0,0-256.parquet.gzip
512,512.0,0-256.parquet.gzip
513,513.0,0-256.parquet.gzip
514,514.0,0-256.parquet.gzip
515,515.0,0-256.parquet.gzip
516,516.0,0-256.parquet.gzip
517,517.0,0-256.parquet.gzip
520,520.0,0-256.parquet.gzip
521,521.0,0-256.parquet.gzip
522,522.0,0-256.parquet.gzip
523,523.0,0-256.parquet.gzip
524,524.0,0-256.parquet.gzip
525,525.0,0-256.parquet.gzip
526,526.0,0-256.parquet.gzip
527,527.0,0-256.parquet.gzip
528,528.0,0-256.parquet.gzip
529,529.0,0-256.parquet.gzip
530,530.0,0-256.parquet.gzip
531,531.0,0-256.parquet.gzip
532,532.0,0-256.parquet.gzip
533,533.0,0-256.parquet.gzip
550,550.0,0-256.parquet.gzip
562,562.0,0-256.parquet.gzip
563,563.0,0-256.parquet.gzip
564,564.0,0-256.parquet.gzip
565,565.0,0-256.parquet.gzip
566,566.0,0-256.parquet.gzip
567,567.0,0-256.parquet.gzip
568,568.0,0-256.parquet.gzip
569,569.0,0-256.parquet.gzip
570,570.0,0-256.parquet.gzip
571,571.0,0-256.parquet.gzip
572,572.0,0-256.parquet.gzip
573,573.0,0-256.parquet.gzip
574,574.0,0-256.parquet.gzip
575,575.0,0-256.parquet.gzip
576,576.0,0-256.parquet.gzip
577,577.0,0-256.parquet.gzip
578,578.0,0-256.parquet.gzip
579,579.0,0-256.parquet.gzip
580,580.0,0-256.parquet.gzip
583,583.0,0-256.parquet.gzip
584,584.0,0-256.parquet.gzip
585,585.0,0-256.parquet.gzip
586,586.0,0-256.parquet.gzip
605,605.0,0-256.parquet.gzip
606,606.0,0-256.parquet.gzip
607,607.0,0-256.parquet.gzip
608,608.0,0-256.parquet.gzip
609,609.0,0-256.parquet.gzip
633,633.0,0-256.parquet.gzip
634,634.0,0-256.parquet.gzip
635,635.0,0-256.parquet.gzip
641,641.0,0-256.parquet.gzip
642,642.0,0-256.parquet.gzip
643,643.0,0-256.parquet.gzip
644,644.0,0-256.parquet.gzip
645,645.0,0-256.parquet.gzip
646,646.0,0-256.parquet.gzip
647,647.0,0-256.parquet.gzip
648,648.0,0-256.parquet.gzip
649,649.0,0-256.parquet.gzip
650,650.0,0-256.parquet.gzip
651,651.0,0-256.parquet.gzip
652,652.0,0-256.parquet.gzip
653,653.0,0-256.parquet.gzip
654,654.0,0-256.parquet.gzip
655,655.0,0-256.parquet.gzip
656,656.0,0-256.parquet.gzip
657,657.0,0-256.parquet.gzip
658,658.0,0-256.parquet.gzip
659,659.0,0-256.parquet.gzip
660,660.0,0-256.parquet.gzip
661,661.0,0-256.parquet.gzip
662,662.0,0-256.parquet.gzip
663,663.0,0-256.parquet.gzip
664,664.0,0-256.parquet.gzip
665,665.0,0-256.parquet.gzip
668,668.0,0-256.parquet.gzip
669,669.0,0-256.parquet.gzip
670,670.0,0-256.parquet.gzip
671,671.0,0-256.parquet.gzip
672,672.0,0-256.parquet.gzip
3519,3519.0,1024-1280.parquet.gzip
3520,3520.0,1024-1280.parquet.gzip
3521,3521.0,1024-1280.parquet.gzip
3522,3522.0,1024-1280.parquet.gzip
3532,3532.0,1024-1280.parquet.gzip
3533,3533.0,1024-1280.parquet.gzip
3534,3534.0,1024-1280.parquet.gzip
3535,3535.0,1024-1280.parquet.gzip
3536,3536.0,1024-1280.parquet.gzip
3537,3537.0,1024-1280.parquet.gzip
3538,3538.0,1024-1280.parquet.gzip
3539,3539.0,1024-1280.parquet.gzip
3540,3540.0,1024-1280.parquet.gzip
3541,3541.0,1024-1280.parquet.gzip
3542,3542.0,1024-1280.parquet.gzip
3543,3543.0,1024-1280.parquet.gzip
3544,3544.0,1024-1280.parquet.gzip
3545,3545.0,1024-1280.parquet.gzip
3546,3546.0,1024-1280.parquet.gzip
3547,3547.0,1024-1280.parquet.gzip
3548,3548.0,1024-1280.parquet.gzip
3551,3551.0,1024-1280.parquet.gzip
3552,3552.0,1024-1280.parquet.gzip
3553,3553.0,1024-1280.parquet.gzip
3554,3554.0,1024-1280.parquet.gzip
3556,3556.0,1024-1280.parquet.gzip
3557,3557.0,1024-1280.parquet.gzip
3558,3558.0,1024-1280.parquet.gzip
3559,3559.0,1024-1280.parquet.gzip
3560,3560.0,1024-1280.parquet.gzip
3561,3561.0,1024-1280.parquet.gzip
3562,3562.0,1024-1280.parquet.gzip
3563,3563.0,1024-1280.parquet.gzip
3564,3564.0,1024-1280.parquet.gzip
3565,3565.0,1024-1280.parquet.gzip
3566,3566.0,1024-1280.parquet.gzip
3567,3567.0,1024-1280.parquet.gzip
3568,3568.0,1024-1280.parquet.gzip
3569,3569.0,1024-1280.parquet.gzip
3570,3570.0,1024-1280.parquet.gzip
3571,3571.0,1024-1280.parquet.gzip
3572,3572.0,1024-1280.parquet.gzip
3573,3573.0,1024-1280.parquet.gzip
3574,3574.0,1024-1280.parquet.gzip
3575,3575.0,1024-1280.parquet.gzip
3579,3579.0,1024-1280.parquet.gzip
3580,3580.0,1024-1280.parquet.gzip
3581,3581.0,1024-1280.parquet.gzip
3582,3582.0,1024-1280.parquet.gzip
3583,3583.0,1024-1280.parquet.gzip
3584,3584.0,1024-1280.parquet.gzip
3585,3585.0,1024-1280.parquet.gzip
3592,3592.0,1024-1280.parquet.gzip
3593,3593.0,1024-1280.parquet.gzip
3594,3594.0,1024-1280.parquet.gzip
3595,3595.0,1024-1280.parquet.gzip
3596,3596.0,1024-1280.parquet.gzip
3597,3597.0,1024-1280.parquet.gzip
3602,3602.0,1024-1280.parquet.gzip
3603,3603.0,1024-1280.parquet.gzip
3604,3604.0,1024-1280.parquet.gzip
3605,3605.0,1024-1280.parquet.gzip
3606,3606.0,1024-1280.parquet.gzip
3607,3607.0,1024-1280.parquet.gzip
3608,3608.0,1024-1280.parquet.gzip
3609,3609.0,1024-1280.parquet.gzip
3610,3610.0,1024-1280.parquet.gzip
3612,3612.0,1024-1280.parquet.gzip
3613,3613.0,1024-1280.parquet.gzip
3614,3614.0,1024-1280.parquet.gzip
3616,3616.0,1024-1280.parquet.gzip
3617,3617.0,1024-1280.parquet.gzip
3618,3618.0,1024-1280.parquet.gzip
3619,3619.0,1024-1280.parquet.gzip
3620,3620.0,1024-1280.parquet.gzip
3621,3621.0,1024-1280.parquet.gzip
3622,3622.0,1024-1280.parquet.gzip
3624,3624.0,1024-1280.parquet.gzip
3625,3625.0,1024-1280.parquet.gzip
3626,3626.0,1024-1280.parquet.gzip
3633,3633.0,1024-1280.parquet.gzip
3634,3634.0,1024-1280.parquet.gzip
3635,3635.0,1024-1280.parquet.gzip
3636,3636.0,1024-1280.parquet.gzip
3637,3637.0,1024-1280.parquet.gzip
3638,3638.0,1024-1280.parquet.gzip
3645,3645.0,1024-1280.parquet.gzip
3646,3646.0,1024-1280.parquet.gzip
3647,3647.0,1024-1280.parquet.gzip
3648,3648.0,1024-1280.parquet.gzip
3649,3649.0,1024-1280.parquet.gzip
3650,3650.0,1024-1280.parquet.gzip
3651,3651.0,1024-1280.parquet.gzip
3652,3652.0,1024-1280.parquet.gzip
3653,3653.0,1024-1280.parquet.gzip
3654,3654.0,1024-1280.parquet.gzip
3655,3655.0,1024-1280.parquet.gzip
3656,3656.0,1024-1280.parquet.gzip
3657,3657.0,1024-1280.parquet.gzip
3658,3658.0,1024-1280.parquet.gzip
3659,3659.0,1024-1280.parquet.gzip
3660,3660.0,1024-1280.parquet.gzip
3661,3661.0,1024-1280.parquet.gzip
3662,3662.0,1024-1280.parquet.gzip
3663,3663.0,1024-1280.parquet.gzip
3664,3664.0,1024-1280.parquet.gzip
3665,3665.0,1024-1280.parquet.gzip
3666,3666.0,1024-1280.parquet.gzip
3667,3667.0,1024-1280.parquet.gzip
3668,3668.0,1024-1280.parquet.gzip
3669,3669.0,1024-1280.parquet.gzip
3670,3670.0,1024-1280.parquet.gzip
3671,3671.0,1024-1280.parquet.gzip
3672,3672.0,1024-1280.parquet.gzip
3679,3679.0,1024-1280.parquet.gzip
3680,3680.0,1024-1280.parquet.gzip
3681,3681.0,1024-1280.parquet.gzip
3682,3682.0,1024-1280.parquet.gzip
3683,3683.0,1024-1280.parquet.gzip
3684,3684.0,1024-1280.parquet.gzip
3685,3685.0,1024-1280.parquet.gzip
3686,3686.0,1024-1280.parquet.gzip
3687,3687.0,1024-1280.parquet.gzip
3688,3688.0,1024-1280.parquet.gzip
3689,3689.0,1024-1280.parquet.gzip
3690,3690.0,1024-1280.parquet.gzip
3691,3691.0,1024-1280.parquet.gzip
3692,3692.0,1024-1280.parquet.gzip
3693,3693.0,1024-1280.parquet.gzip
3694,3694.0,1024-1280.parquet.gzip
3695,3695.0,1024-1280.parquet.gzip
3696,3696.0,1024-1280.parquet.gzip
3697,3697.0,1024-1280.parquet.gzip
3698,3698.0,1024-1280.parquet.gzip
3699,3699.0,1024-1280.parquet.gzip
3700,3700.0,1024-1280.parquet.gzip
3701,3701.0,1024-1280.parquet.gzip
3702,3702.0,1024-1280.parquet.gzip
3703,3703.0,1024-1280.parquet.gzip
3704,3704.0,1024-1280.parquet.gzip
3705,3705.0,1024-1280.parquet.gzip
3720,3720.0,1024-1280.parquet.gzip
3721,3721.0,1024-1280.parquet.gzip
3722,3722.0,1024-1280.parquet.gzip
3723,3723.0,1024-1280.parquet.gzip
3724,3724.0,1024-1280.parquet.gzip
3725,3725.0,1024-1280.parquet.gzip
3726,3726.0,1024-1280.parquet.gzip
3727,3727.0,1024-1280.parquet.gzip
3728,3728.0,1024-1280.parquet.gzip
3729,3729.0,1024-1280.parquet.gzip
3749,3749.0,1024-1280.parquet.gzip
3750,3750.0,1024-1280.parquet.gzip
3751,3751.0,1024-1280.parquet.gzip
3752,3752.0,1024-1280.parquet.gzip
3753,3753.0,1024-1280.parquet.gzip
3754,3754.0,1024-1280.parquet.gzip
3755,3755.0,1024-1280.parquet.gzip
3756,3756.0,1024-1280.parquet.gzip
3758,3758.0,1024-1280.parquet.gzip
3759,3759.0,1024-1280.parquet.gzip
3760,3760.0,1024-1280.parquet.gzip
3761,3761.0,1024-1280.parquet.gzip
3762,3762.0,1024-1280.parquet.gzip
3763,3763.0,1024-1280.parquet.gzip
3764,3764.0,1024-1280.parquet.gzip
3765,3765.0,1024-1280.parquet.gzip
3766,3766.0,1024-1280.parquet.gzip
3767,3767.0,1024-1280.parquet.gzip
3791,3791.0,1024-1280.parquet.gzip
3792,3792.0,1024-1280.parquet.gzip
3793,3793.0,1024-1280.parquet.gzip
3794,3794.0,1024-1280.parquet.gzip
3795,3795.0,1024-1280.parquet.gzip
3796,3796.0,1024-1280.parquet.gzip
3797,3797.0,1024-1280.parquet.gzip
3810,3810.0,1024-1280.parquet.gzip
3811,3811.0,1024-1280.parquet.gzip
3812,3812.0,1024-1280.parquet.gzip
3813,3813.0,1024-1280.parquet.gzip
3814,3814.0,1024-1280.parquet.gzip
3815,3815.0,1024-1280.parquet.gzip
3816,3816.0,1024-1280.parquet.gzip
3817,3817.0,1024-1280.parquet.gzip
3818,3818.0,1024-1280.parquet.gzip
3819,3819.0,1024-1280.parquet.gzip
3820,3820.0,1024-1280.parquet.gzip
3821,3821.0,1024-1280.parquet.gzip
3822,3822.0,1024-1280.parquet.gzip
3823,3823.0,1024-1280.parquet.gzip
3833,3833.0,1024-1280.parquet.gzip
3834,3834.0,1024-1280.parquet.gzip
3835,3835.0,1024-1280.parquet.gzip
3836,3836.0,1024-1280.parquet.gzip
3837,3837.0,1024-1280.parquet.gzip
3838,3838.0,1024-1280.parquet.gzip
3839,3839.0,1024-1280.parquet.gzip
3840,3840.0,1024-1280.parquet.gzip
3854,3854.0,1024-1280.parquet.gzip
3855,3855.0,1024-1280.parquet.gzip
3856,3856.0,1024-1280.parquet.gzip
3857,3857.0,1024-1280.parquet.gzip
3859,3859.0,1024-1280.parquet.gzip
3860,3860.0,1024-1280.parquet.gzip
3861,3861.0,1024-1280.parquet.gzip
3862,3862.0,1024-1280.parquet.gzip
3863,3863.0,1024-1280.parquet.gzip
3864,3864.0,1024-1280.parquet.gzip
3865,3865.0,1024-1280.parquet.gzip
3866,3866.0,1024-1280.parquet.gzip
3867,3867.0,1024-1280.parquet.gzip
3868,3868.0,1024-1280.parquet.gzip
3869,3869.0,1024-1280.parquet.gzip
3870,3870.0,1024-1280.parquet.gzip
3871,3871.0,1024-1280.parquet.gzip
3872,3872.0,1024-1280.parquet.gzip
3873,3873.0,1024-1280.parquet.gzip
3874,3874.0,1024-1280.parquet.gzip
3875,3875.0,1024-1280.parquet.gzip
3876,3876.0,1024-1280.parquet.gzip
3922,3922.0,1024-1280.parquet.gzip
3923,3923.0,1024-1280.parquet.gzip
3924,3924.0,1024-1280.parquet.gzip
3925,3925.0,1024-1280.parquet.gzip
3926,3926.0,1024-1280.parquet.gzip
3927,3927.0,1024-1280.parquet.gzip
3928,3928.0,1024-1280.parquet.gzip
3929,3929.0,1024-1280.parquet.gzip
3930,3930.0,1024-1280.parquet.gzip
3931,3931.0,1024-1280.parquet.gzip
3932,3932.0,1024-1280.parquet.gzip
3933,3933.0,1024-1280.parquet.gzip
3934,3934.0,1024-1280.parquet.gzip
3935,3935.0,1024-1280.parquet.gzip
3936,3936.0,1024-1280.parquet.gzip
3937,3937.0,1024-1280.parquet.gzip
3938,3938.0,1024-1280.parquet.gzip
3939,3939.0,1024-1280.parquet.gzip
3940,3940.0,1024-1280.parquet.gzip
3941,3941.0,1024-1280.parquet.gzip
3942,3942.0,1024-1280.parquet.gzip
3943,3943.0,1024-1280.parquet.gzip
3944,3944.0,1024-1280.parquet.gzip
3945,3945.0,1024-1280.parquet.gzip
3946,3946.0,1024-1280.parquet.gzip
3947,3947.0,1024-1280.parquet.gzip
3948,3948.0,1024-1280.parquet.gzip
3950,3950.0,1024-1280.parquet.gzip
3951,3951.0,1024-1280.parquet.gzip
3952,3952.0,1024-1280.parquet.gzip
3953,3953.0,1024-1280.parquet.gzip
3954,3954.0,1024-1280.parquet.gzip
3955,3955.0,1024-1280.parquet.gzip
3956,3956.0,1024-1280.parquet.gzip
3957,3957.0,1024-1280.parquet.gzip
3958,3958.0,1024-1280.parquet.gzip
45462,45462.0,10240-10496.parquet.gzip
45463,45463.0,10240-10496.parquet.gzip
45464,45464.0,10240-10496.parquet.gzip
45465,45465.0,10240-10496.parquet.gzip
45466,45466.0,10240-10496.parquet.gzip
45467,45467.0,10240-10496.parquet.gzip
45468,45468.0,10240-10496.parquet.gzip
45469,45469.0,10240-10496.parquet.gzip
45470,45470.0,10240-10496.parquet.gzip
45474,45474.0,10240-10496.parquet.gzip
45475,45475.0,10240-10496.parquet.gzip
45485,45485.0,10240-10496.parquet.gzip
45486,45486.0,10240-10496.parquet.gzip
45502,45502.0,10240-10496.parquet.gzip
45503,45503.0,10240-10496.parquet.gzip
45504,45504.0,10240-10496.parquet.gzip
45505,45505.0,10240-10496.parquet.gzip
45506,45506.0,10240-10496.parquet.gzip
45507,45507.0,10240-10496.parquet.gzip
45508,45508.0,10240-10496.parquet.gzip
45544,45544.0,10240-10496.parquet.gzip
45545,45545.0,10240-10496.parquet.gzip
45546,45546.0,10240-10496.parquet.gzip
45547,45547.0,10240-10496.parquet.gzip
45548,45548.0,10240-10496.parquet.gzip
45549,45549.0,10240-10496.parquet.gzip
45550,45550.0,10240-10496.parquet.gzip
45551,45551.0,10240-10496.parquet.gzip
45610,45610.0,10240-10496.parquet.gzip
45611,45611.0,10240-10496.parquet.gzip
45612,45612.0,10240-10496.parquet.gzip
45613,45613.0,10240-10496.parquet.gzip
45614,45614.0,10240-10496.parquet.gzip
45615,45615.0,10240-10496.parquet.gzip
45616,45616.0,10240-10496.parquet.gzip
45617,45617.0,10240-10496.parquet.gzip
45618,45618.0,10240-10496.parquet.gzip
45619,45619.0,10240-10496.parquet.gzip
45620,45620.0,10240-10496.parquet.gzip
45964,45964.0,10240-10496.parquet.gzip
46012,46012.0,10240-10496.parquet.gzip
46013,46013.0,10240-10496.parquet.gzip
46014,46014.0,10240-10496.parquet.gzip
46015,46015.0,10240-10496.parquet.gzip
46016,46016.0,10240-10496.parquet.gzip
46017,46017.0,10240-10496.parquet.gzip
46018,46018.0,10240-10496.parquet.gzip
46019,46019.0,10240-10496.parquet.gzip
46020,46020.0,10240-10496.parquet.gzip
46021,46021.0,10240-10496.parquet.gzip
46022,46022.0,10240-10496.parquet.gzip
46023,46023.0,10240-10496.parquet.gzip
46024,46024.0,10240-10496.parquet.gzip
46025,46025.0,10240-10496.parquet.gzip
46026,46026.0,10240-10496.parquet.gzip
46071,46071.0,10240-10496.parquet.gzip
46072,46072.0,10240-10496.parquet.gzip
46073,46073.0,10240-10496.parquet.gzip
46074,46074.0,10240-10496.parquet.gzip
46075,46075.0,10240-10496.parquet.gzip
46076,46076.0,10240-10496.parquet.gzip
46078,46078.0,10240-10496.parquet.gzip
46080,46080.0,10240-10496.parquet.gzip
46083,46083.0,10240-10496.parquet.gzip
46084,46084.0,10240-10496.parquet.gzip
46085,46085.0,10240-10496.parquet.gzip
46086,46086.0,10240-10496.parquet.gzip
46087,46087.0,10240-10496.parquet.gzip
46088,46088.0,10240-10496.parquet.gzip
46089,46089.0,10240-10496.parquet.gzip
46090,46090.0,10240-10496.parquet.gzip
46091,46091.0,10240-10496.parquet.gzip
46100,46100.0,10240-10496.parquet.gzip
46124,46124.0,10240-10496.parquet.gzip
46125,46125.0,10240-10496.parquet.gzip
46126,46126.0,10240-10496.parquet.gzip
46127,46127.0,10240-10496.parquet.gzip
46128,46128.0,10240-10496.parquet.gzip
46129,46129.0,10240-10496.parquet.gzip
46130,46130.0,10240-10496.parquet.gzip
46131,46131.0,10240-10496.parquet.gzip
46132,46132.0,10240-10496.parquet.gzip
46134,46134.0,10240-10496.parquet.gzip
46135,46135.0,10240-10496.parquet.gzip
46136,46136.0,10240-10496.parquet.gzip
46137,46137.0,10240-10496.parquet.gzip
46144,46144.0,10240-10496.parquet.gzip
46145,46145.0,10240-10496.parquet.gzip
46146,46146.0,10240-10496.parquet.gzip
46147,46147.0,10240-10496.parquet.gzip
46148,46148.0,10240-10496.parquet.gzip
46149,46149.0,10240-10496.parquet.gzip
46157,46157.0,10240-10496.parquet.gzip
46158,46158.0,10240-10496.parquet.gzip
46159,46159.0,10240-10496.parquet.gzip
46160,46160.0,10240-10496.parquet.gzip
46191,46191.0,10240-10496.parquet.gzip
46192,46192.0,10240-10496.parquet.gzip
46193,46193.0,10240-10496.parquet.gzip
46194,46194.0,10240-10496.parquet.gzip
46195,46195.0,10240-10496.parquet.gzip
46196,46196.0,10240-10496.parquet.gzip
46197,46197.0,10240-10496.parquet.gzip
46198,46198.0,10240-10496.parquet.gzip
46199,46199.0,10240-10496.parquet.gzip
46200,46200.0,10240-10496.parquet.gzip
46201,46201.0,10240-10496.parquet.gzip
46202,46202.0,10240-10496.parquet.gzip
46203,46203.0,10240-10496.parquet.gzip
46204,46204.0,10240-10496.parquet.gzip
46205,46205.0,10240-10496.parquet.gzip
46206,46206.0,10240-10496.parquet.gzip
46262,46262.0,10240-10496.parquet.gzip
46263,46263.0,10240-10496.parquet.gzip
46264,46264.0,10240-10496.parquet.gzip
46265,46265.0,10240-10496.parquet.gzip
46266,46266.0,10240-10496.parquet.gzip
46267,46267.0,10240-10496.parquet.gzip
46268,46268.0,10240-10496.parquet.gzip
46269,46269.0,10240-10496.parquet.gzip
46270,46270.0,10240-10496.parquet.gzip
46271,46271.0,10240-10496.parquet.gzip
46274,46274.0,10240-10496.parquet.gzip
46324,46324.0,10240-10496.parquet.gzip
46325,46325.0,10240-10496.parquet.gzip
46326,46326.0,10240-10496.parquet.gzip
46327,46327.0,10240-10496.parquet.gzip
46328,46328.0,10240-10496.parquet.gzip
46329,46329.0,10240-10496.parquet.gzip
46330,46330.0,10240-10496.parquet.gzip
46331,46331.0,10240-10496.parquet.gzip
46332,46332.0,10240-10496.parquet.gzip
46370,46370.0,10240-10496.parquet.gzip
46465,46465.0,10240-10496.parquet.gzip
46466,46466.0,10240-10496.parquet.gzip
46467,46467.0,10240-10496.parquet.gzip
46468,46468.0,10240-10496.parquet.gzip
46469,46469.0,10240-10496.parquet.gzip
46470,46470.0,10240-10496.parquet.gzip
46471,46471.0,10240-10496.parquet.gzip
46472,46472.0,10240-10496.parquet.gzip
46473,46473.0,10240-10496.parquet.gzip
46474,46474.0,10240-10496.parquet.gzip
46475,46475.0,10240-10496.parquet.gzip
46476,46476.0,10240-10496.parquet.gzip
46477,46477.0,10240-10496.parquet.gzip
46478,46478.0,10240-10496.parquet.gzip
46479,46479.0,10240-10496.parquet.gzip
46480,46480.0,10240-10496.parquet.gzip
46481,46481.0,10240-10496.parquet.gzip
46482,46482.0,10240-10496.parquet.gzip
46483,46483.0,10240-10496.parquet.gzip
46484,46484.0,10240-10496.parquet.gzip
46485,46485.0,10240-10496.parquet.gzip
46486,46486.0,10240-10496.parquet.gzip
46489,46489.0,10240-10496.parquet.gzip
46490,46490.0,10240-10496.parquet.gzip
46505,46505.0,10240-10496.parquet.gzip
46506,46506.0,10240-10496.parquet.gzip
46507,46507.0,10240-10496.parquet.gzip
46508,46508.0,10240-10496.parquet.gzip
46509,46509.0,10240-10496.parquet.gzip
46510,46510.0,10240-10496.parquet.gzip
46511,46511.0,10240-10496.parquet.gzip
46512,46512.0,10240-10496.parquet.gzip
46513,46513.0,10240-10496.parquet.gzip
46514,46514.0,10240-10496.parquet.gzip
46610,46610.0,10240-10496.parquet.gzip
46637,46637.0,10240-10496.parquet.gzip
