,fma_track_id,title.1,name,bit_rate,duration,genre_top
29,228,Don't Run With Pizzas,Bad News Bats,190365.0,218.0,Rock
30,247,A New Map for Kissing,Bird Names,256000.0,146.0,Rock
31,249,The Indefinite Time Yet to Come,Bird Names,256000.0,125.0,Rock
32,252,It's Becoming a Stranger,Bird Names,256000.0,173.0,Rock
33,255,We Want to be Old,Bird Names,256000.0,182.0,Rock
34,256,Toggle,Black Elk,256000.0,202.0,Rock
35,257,My Lil',Black Elk,320000.0,146.0,Rock
36,258,Eyebone,Black Elk,320000.0,384.0,Rock
37,303,Splish spladdy,Blah Blah Blah,256000.0,136.0,Rock
38,304,Woo You,Blah Blah Blah,256000.0,191.0,Rock
39,305,Disney on Ice,Blah Blah Blah,256000.0,159.0,Rock
40,306,The Prime Four,Blah Blah Blah,256000.0,129.0,Rock
41,307,Out on the farm,Blah Blah Blah,256000.0,205.0,Rock
42,308,The Hotel,Blah Blah Blah,256000.0,186.0,Rock
43,309,Where are all the people,Blah Blah Blah,256000.0,229.0,Rock
44,310,Going Down to Soho,Blah Blah Blah,256000.0,146.0,Rock
45,311,Tropical Holiday Time,Blah Blah Blah,256000.0,205.0,Rock
46,312,Tropical Sheep,Blah Blah Blah,256000.0,199.0,Rock
47,313,Think Things Of You,Blah Blah Blah,256000.0,142.0,Rock
48,314,Daisey Chains,Blah Blah Blah,256000.0,166.0,Rock
49,315,Interference,Blah Blah Blah,256000.0,280.0,Rock
50,316,Itching in my pants,Blah Blah Blah,256000.0,87.0,Rock
51,317,Very Nice,Blah Blah Blah,256000.0,198.0,Rock
52,318,1-2-3-4,Blah Blah Blah,256000.0,41.0,Rock
53,319,Complete Shakespeare,Blah Blah Blah,256000.0,156.0,Rock
54,320,The Natives are Restless,Blah Blah Blah,256000.0,316.0,Rock
55,321,Heart Attack,Blah Blah Blah,256000.0,273.0,Rock
56,322,Shopping Bag,Blah Blah Blah,256000.0,110.0,Rock
57,323,Crocodile Song,Blah Blah Blah,256000.0,237.0,Rock
58,324,I just don't know,Blah Blah Blah,256000.0,120.0,Rock
59,325,Liquidizing Chickens,Blah Blah Blah,256000.0,199.0,Rock
60,326,Burn,Blah Blah Blah,256000.0,105.0,Rock
61,327,Hands Beckoning,Blah Blah Blah,256000.0,259.0,Rock
62,328,Central Park,Blah Blah Blah,256000.0,236.0,Rock
63,330,White Man,Blah Blah Blah,256000.0,270.0,Rock
64,331,Weatherman,Blah Blah Blah,256000.0,214.0,Rock
65,332,39th floor Club,Blah Blah Blah,256000.0,174.0,Rock
66,333,Blah intro,Blah Blah Blah,256000.0,96.0,Rock
67,334,Blahpunk,Blah Blah Blah,256000.0,275.0,Rock
68,335,Bored,Blah Blah Blah,256000.0,188.0,Rock
69,336,Breeder,Blah Blah Blah,256000.0,204.0,Rock
70,337,Brian's Garage,Blah Blah Blah,256000.0,271.0,Rock
71,338,Cabages in the sunset,Blah Blah Blah,256000.0,88.0,Rock
72,339,Chimpanzees disease,Blah Blah Blah,256000.0,110.0,Rock
73,340,Circles in London,Blah Blah Blah,256000.0,142.0,Rock
74,341,Count Dracula's castle,Blah Blah Blah,256000.0,84.0,Rock
75,342,Crash,Blah Blah Blah,256000.0,55.0,Rock
76,343,Cybernetics,Blah Blah Blah,256000.0,66.0,Rock
77,344,Denver,Blah Blah Blah,256000.0,115.0,Rock
78,345,Ding dang (skat),Blah Blah Blah,256000.0,202.0,Rock
79,346,Disco Ghoul,Blah Blah Blah,256000.0,158.0,Rock
80,347,Down in the pits again,Blah Blah Blah,256000.0,150.0,Rock
81,348,Excretia,Blah Blah Blah,256000.0,165.0,Rock
82,349,Garden of Eden,Blah Blah Blah,256000.0,74.0,Rock
83,350,Gotta Go,Blah Blah Blah,256000.0,101.0,Rock
84,351,Hippopotamus,Blah Blah Blah,256000.0,249.0,Rock
85,352,In Arabia,Blah Blah Blah,256000.0,165.0,Rock
86,353,In my Grandfather's Clock,Blah Blah Blah,256000.0,149.0,Rock
87,354,Julie Andrews,Blah Blah Blah,256000.0,60.0,Rock
88,355,Just you wait and see,Blah Blah Blah,256000.0,144.0,Rock
89,356,Little White Boxes,Blah Blah Blah,256000.0,225.0,Rock
90,357,Mr Mystery,Blah Blah Blah,256000.0,139.0,Rock
91,358,My House,Blah Blah Blah,256000.0,121.0,Rock
92,359,My Room,Blah Blah Blah,256000.0,178.0,Rock
93,360,Radio Jazz with Mr Rhodes,Blah Blah Blah,256000.0,126.0,Rock
94,361,Red coated young girlfriend,Blah Blah Blah,256000.0,218.0,Rock
95,362,Starsigns,Blah Blah Blah,256000.0,122.0,Rock
96,363,Sugar Bowl,Blah Blah Blah,256000.0,165.0,Rock
97,364,Sunspot activity,Blah Blah Blah,256000.0,152.0,Rock
98,365,The Sound of Music,Blah Blah Blah,256000.0,104.0,Rock
99,366,The Swamp,Blah Blah Blah,256000.0,144.0,Rock
100,367,There goes my greenhouse,Blah Blah Blah,256000.0,110.0,Rock
101,368,Vampires,Blah Blah Blah,256000.0,280.0,Rock
102,369,Whistle while you work,Blah Blah Blah,256000.0,185.0,Rock
103,370,Why didn't Nero?,Blah Blah Blah,256000.0,213.0,Rock
104,371,vermalderhide,Blah Blah Blah,256000.0,251.0,Rock
105,384,Baja Jones,Blanketship,256000.0,249.0,Electronic
106,385,Lucky 45,Blanketship,256000.0,261.0,Electronic
107,386,Clapartroach,Blanketship,256000.0,357.0,Electronic
108,387,I wish I wish,Blanketship,256000.0,326.0,Electronic
109,393,"Untitled Boogie (edit), Transfiguration Boogie, Boogie Hole",Boogie Witch,256000.0,810.0,Rock
110,394,Boogie Hole,Boogie Witch,256000.0,243.0,Rock
111,395,Transfiguration Boogie,Boogie Witch,256000.0,380.0,Rock
112,396,Juggernaut Soliloquy,Borful Tang,256000.0,1137.0,Electronic
113,397,The Tides Of Land,Borful Tang,256000.0,240.0,Electronic
114,398,Borful Tang Loves Nomeansno,Borful Tang,256000.0,344.0,Electronic
115,399,ELI,Borful Tang,256000.0,388.0,Electronic
116,400,Electronic Interlude VI,Borful Tang,256000.0,395.0,Electronic
117,401,Modesto,Borful Tang,256000.0,1076.0,Electronic
118,402,Oh Kap Soon,Borful Tang,256000.0,541.0,Electronic
119,403,Roach,Borful Tang,256000.0,198.0,Electronic
120,404,Wonder Inn,Borful Tang,256000.0,704.0,Electronic
121,405,Majestic Shuffle,Borful Tang,256000.0,439.0,Electronic
122,406,ELI,Borful Tang,256000.0,756.0,Electronic
123,407,Soundclash At Wonder Inn (ft. Qulfus),Borful Tang,256000.0,354.0,Electronic
124,408,The Tides Of Land,Borful Tang,256000.0,247.0,Electronic
125,410,Lost on the Eastern Side of the Island,Borful Tang,256000.0,379.0,Electronic
126,411,Orp,Borful Tang,256000.0,146.0,Electronic
127,412,John And Mary - The Meeting,Borful Tang,256000.0,253.0,Electronic
128,414,John And Mary - The Restaurant,Borful Tang,256000.0,230.0,Electronic
129,416,Smyrna Snow Walk,Borful Tang,256000.0,745.0,Electronic
130,458,Hunt Like Devil 4,CAVE,256000.0,223.0,Rock
131,459,Machines and Muscles,CAVE,128000.0,301.0,Rock
132,466,Asterism,Celesteville,160000.0,281.0,Rock
133,467,Let's Climb a Mossy Hill,Celesteville,160000.0,157.0,Rock
134,468,Vast and Sad (KPSU),Celesteville,160000.0,296.0,Rock
135,469,Waverly,Celesteville,128000.0,221.0,Rock
136,470,Cloud Light,Celesteville,160000.0,172.0,Rock
137,471,Ephrata Cloister,Celesteville,160000.0,199.0,Rock
138,472,Spirit Duplicator,Celesteville,160000.0,67.0,Rock
139,473,Victoria 1,Celesteville,128000.0,176.0,Rock
140,474,Your Leather Jacket (Kelly Haus),Celesteville,160000.0,187.0,Rock
141,475,Buddy Alan In Reno,Celesteville,160000.0,128.0,Rock
142,476,Leftward Glance,Celesteville,160000.0,231.0,Rock
143,477,Let's Climb a Mossy Hill (Kelly Haus),Celesteville,160000.0,177.0,Rock
144,478,Recessional,Celesteville,160000.0,104.0,Rock
145,479,White Shoulders,Celesteville,128000.0,261.0,Rock
146,480,Appear to Be (Kelly Haus),Celesteville,160000.0,58.0,Rock
147,481,Council Bluffs,Celesteville,128000.0,126.0,Rock
148,482,Hall Blvd.,Celesteville,160000.0,119.0,Rock
149,483,Magnolias Milan,Celesteville,160000.0,115.0,Rock
150,484,One Rose Among Many,Celesteville,160000.0,138.0,Rock
151,485,Asterism (Kelly Haus),Celesteville,160000.0,213.0,Rock
152,486,Avoid,Celesteville,128000.0,170.0,Rock
153,487,For Christie 7/4,Celesteville,160000.0,118.0,Rock
154,489,Nevertheless,Celesteville,160000.0,110.0,Rock
155,490,Vast and Sad,Celesteville,160000.0,210.0,Rock
156,491,For To Pour,Celesteville,128000.0,349.0,Rock
157,492,I Can't Hear the Birds Sing,Celesteville,160000.0,161.0,Rock
158,493,In the Sky,Celesteville,160000.0,243.0,Rock
159,495,"Waterfall (Emerald City Coffee, Seattle)",Celesteville,160000.0,899.0,Rock
160,496,Winged Ear,Celesteville,160000.0,173.0,Rock
161,497,Appear To Be,Celesteville,128000.0,59.0,Rock
162,498,Birdlike Movements,Celesteville,160000.0,75.0,Rock
163,500,"Longview, WA",Celesteville,160000.0,127.0,Rock
164,501,Utmost House,Celesteville,160000.0,326.0,Rock
165,502,"Vast and Sad (Showoff Gallery, Bellingham)",Celesteville,160000.0,780.0,Rock
166,503,Carted Off,Celesteville,160000.0,296.0,Rock
167,504,Cry,Celesteville,128000.0,242.0,Rock
168,506,Moths!!!,Celesteville,160000.0,220.0,Rock
169,507,Toasty Birds,Celesteville,160000.0,201.0,Rock
170,508,5 In 1,Celesteville,128000.0,235.0,Rock
171,509,A Wren's Heart,Celesteville,160000.0,154.0,Rock
172,510,Sac City,Celesteville,160000.0,240.0,Rock
173,511,Sharper &amp; Clearer,Celesteville,160000.0,158.0,Rock
174,512,"""""",Celesteville,160000.0,87.0,Rock
175,513,Victoria 2,Celesteville,128000.0,242.0,Rock
176,514,Four Doors,Celesteville,128000.0,178.0,Rock
177,515,Let's Climb a Mossy Hill,Celesteville,160000.0,146.0,Rock
178,516,Kohoutek,Celesteville,128000.0,465.0,Rock
179,517,Narcotic Effect On Bees,Celesteville,160000.0,301.0,Rock
180,520,Invisible Tape,Celesteville,160000.0,181.0,Rock
181,521,A River Frozen In Place,Celesteville,160000.0,143.0,Rock
182,522,End Over End,Celesteville,160000.0,127.0,Rock
183,523,Black Is the Color of My True Love's Mail,Celesteville,160000.0,149.0,Rock
184,524,I Didn't Think the Oracle Was Talking to Me,Celesteville,160000.0,137.0,Rock
185,525,I Have Not Spoken All Day,Celesteville,160000.0,195.0,Rock
186,526,Do Not Talk,Celesteville,160000.0,189.0,Rock
187,527,For Jake Erdmann Et Al.,Celesteville,160000.0,133.0,Rock
188,528,An Odd Number of Stairs,Celesteville,160000.0,146.0,Rock
189,529,For the Dishroom at Meridian Park Hospital,Celesteville,160000.0,99.0,Rock
190,530,White Satin Bed,Celesteville,160000.0,169.0,Rock
191,531,"Night Air, Portland",Celesteville,160000.0,211.0,Rock
192,532,Big League,Chandeliers,256000.0,168.0,Electronic
193,533,Mango Tree,Chandeliers,256000.0,191.0,Electronic
194,550,Cello Duet No. 1,Chief Boima,320000.0,272.0,Electronic
195,562,Ex Lucky,Cinwaves,256000.0,69.0,Rock
196,563,Dumb Me Down,Cinwaves,256000.0,168.0,Rock
197,564,The Sugar Society,Cinwaves,256000.0,141.0,Rock
198,565,Sophia,Cinwaves,256000.0,154.0,Rock
199,566,Jasmine,Cinwaves,256000.0,182.0,Rock
200,567,Liberty's Bell,Cinwaves,256000.0,130.0,Rock
201,568,Disconnect,Cinwaves,256000.0,147.0,Rock
202,569,Shadow Law,Cinwaves,256000.0,149.0,Rock
203,570,Old Route 13,Cinwaves,256000.0,141.0,Rock
204,571,Medicine Chant,Cinwaves,256000.0,79.0,Rock
205,572,Awaken,Cinwaves,256000.0,178.0,Rock
206,573,When My Ship Comes In,Clockcleaner,190833.0,394.0,Rock
207,574,Caliente Queen,Clockcleaner,219522.0,267.0,Rock
208,575,Shining the Diamond,Clyde Rourke,320000.0,342.0,Rock
209,576,Shot At the Post Office,Clyde Rourke,160000.0,265.0,Rock
210,577,It Got in The Way,Clyde Rourke,320000.0,130.0,Rock
211,578,tan man,Clyde Rourke,320000.0,241.0,Rock
212,579,(Tryin' To) Read My Mind,CoCoComa,256000.0,143.0,Rock
213,580,Premonition,CoCoComa,256000.0,183.0,Rock
214,583,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,256000.0,134.0,Hip-Hop
215,584,Liberate The Children (Live),DJ's of Mass Destruction,256000.0,228.0,Hip-Hop
216,585,Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction,256000.0,122.0,Hip-Hop
217,586,War Is What They Got (Epilogue),DJ's of Mass Destruction,256000.0,121.0,Hip-Hop
218,605,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Double Dagger,112000.0,108.0,Rock
219,606,Attack of the Clones,Double Dagger,64000.0,94.0,Rock
220,607,Clare (Undone),Double Dagger,64000.0,120.0,Rock
221,608,Punk Rock vs. Swiss Modernism,Double Dagger,112000.0,159.0,Rock
222,609,The Psychic,Double Dagger,128000.0,174.0,Rock
223,633,Indian Giver,El Jesus De Magico,128000.0,222.0,Rock
224,634,LGNO,El Jesus De Magico,128000.0,154.0,Rock
225,635,Xmas at Wounded Knee,El Jesus De Magico,128000.0,133.0,Rock
226,641,Side One - Introduction,Ethan Persoff,192000.0,124.0,Electronic
227,642,SNAP! (side one of two),Ethan Persoff,192000.0,500.0,Electronic
228,643,Side One - The Talent Contest,Ethan Persoff,192000.0,83.0,Electronic
229,644,SNAP! (side two of two),Ethan Persoff,192000.0,738.0,Electronic
230,645,Side One - Dear Mr. Depieu,Ethan Persoff,192000.0,349.0,Electronic
231,646,Side One - Reprise / The Bullshit Business Proposal / (end),Ethan Persoff,192000.0,197.0,Electronic
232,647,Side Two - Reset (and the Great Joke),Ethan Persoff,192000.0,94.0,Electronic
233,648,Side Two - Praise the Lord and Give Thanks,Ethan Persoff,192000.0,321.0,Electronic
234,649,Side Two - Bean Bag,Ethan Persoff,192000.0,122.0,Electronic
235,650,Side Two - Jake's Theme / Intermission,Ethan Persoff,192000.0,318.0,Electronic
236,651,Side Three - Part One / Start,Ethan Persoff,192000.0,180.0,Electronic
237,652,Side Three - Part Two,Ethan Persoff,192000.0,180.0,Electronic
238,653,Side Three - Part Three,Ethan Persoff,192000.0,180.0,Electronic
239,654,Side Three - Part Four,Ethan Persoff,192000.0,180.0,Electronic
240,655,Side Three - Part Five / Stop,Ethan Persoff,192000.0,390.0,Electronic
241,656,Side Four - Easy Slow and Easy (finale),Ethan Persoff,192000.0,288.0,Electronic
242,657,Side Four - Record Label Track / Conclusion,Ethan Persoff,192000.0,314.0,Electronic
243,658,I Stayed Home ...,Ethan Persoff,160000.0,641.0,Electronic
244,659,side 1 - complaint (knock on wood),Ethan Persoff,160000.0,460.0,Electronic
245,660,side 2 - dear mary elizabeth,Ethan Persoff,160000.0,303.0,Electronic
246,661,side 3 - hidden speaking powers!,Ethan Persoff,160000.0,459.0,Electronic
247,662,side 4 - upset german screaming,Ethan Persoff,160000.0,114.0,Electronic
248,663,side 5 - conclusion,Ethan Persoff,160000.0,628.0,Electronic
249,664,side 6 - not funny,Ethan Persoff,160000.0,174.0,Electronic
250,665,Disneyland (edit),Ethan Persoff,192000.0,268.0,Electronic
251,668,Dream,Fanatic,256000.0,221.0,Hip-Hop
252,669,Dream,Fanatic,256000.0,224.0,Hip-Hop
253,670,Triflin,Fanatic,256000.0,258.0,Hip-Hop
254,671,Triflin,Fanatic,256000.0,258.0,Hip-Hop
255,672,Rise,Fanatic,256000.0,182.0,Hip-Hop
256,673,Rise,Fanatic,256000.0,180.0,Hip-Hop
257,674,Enterprizin,Fanatic,256000.0,253.0,Hip-Hop
258,675,Enterprizin,Fanatic,256000.0,251.0,Hip-Hop
259,676,The Tension,Fanatic,256000.0,197.0,Hip-Hop
260,677,The_Tension,Fanatic,256000.0,198.0,Hip-Hop
261,678,Change Thoughts,Fanatic,256000.0,341.0,Hip-Hop
262,679,Change Thoughts,Fanatic,256000.0,340.0,Hip-Hop
263,680,Sunshine,Fanatic,256000.0,181.0,Hip-Hop
264,681,Sunshine,Fanatic,256000.0,181.0,Hip-Hop
265,682,Killer Crossover,Fanatic,256000.0,226.0,Hip-Hop
266,683,Killer Crossover,Fanatic,256000.0,218.0,Hip-Hop
267,684,Late Night Show,Fanatic,256000.0,316.0,Hip-Hop
268,685,late Night Show,Fanatic,256000.0,319.0,Hip-Hop
269,686,Murder,Fanatic,256000.0,198.0,Hip-Hop
270,687,Murder,Fanatic,256000.0,197.0,Hip-Hop
271,688,Propose A Toast,Fanatic,256000.0,303.0,Hip-Hop
272,689,Propose A Toast,Fanatic,256000.0,302.0,Hip-Hop
273,690,Cataclysm,Flying Luttenbachers,256000.0,290.0,Rock
274,691,Into the Vastness of Stupidity,Flying Luttenbachers,256000.0,365.0,Rock
275,692,Part 4,Flying Luttenbachers,256000.0,227.0,Rock
276,693,Trauma 11,Flying Luttenbachers,256000.0,559.0,Rock
277,694,Planet Say (featuring Faust),Food For Animals,160000.0,291.0,Hip-Hop
278,695,Elephants,Food For Animals,160000.0,104.0,Hip-Hop
279,696,Korea,Foot Village,256000.0,130.0,Rock
280,697,Isle of Man,Foot Village,256000.0,173.0,Rock
281,698,Iran,Foot Village,256000.0,88.0,Rock
282,699,Antarctica,Foot Village,256000.0,191.0,Rock
283,700,Ehtiopia,Foot Village,256000.0,131.0,Rock
284,701,Japan,Foot Village,256000.0,130.0,Rock
285,702,Mexico,Foot Village,256000.0,162.0,Rock
286,703,Peru Austria and Canada,Foot Village,256000.0,239.0,Rock
287,711,Kamikaze!,The Functional Blackouts,160000.0,159.0,Rock
288,712,Loch Ness Primitive,The Functional Blackouts,160000.0,191.0,Rock
289,713,No Idea,The Functional Blackouts,160000.0,143.0,Rock
290,719,Florida Tags,Fuzz Unlimited,256000.0,299.0,Rock
291,720,Camera Shy,Fuzz Unlimited,256000.0,190.0,Rock
292,721,Evil Twin,Fuzz Unlimited,256000.0,117.0,Rock
293,722,Looking For A kiss,Fuzz Unlimited,256000.0,204.0,Rock
294,723,Take A hit,Fuzz Unlimited,256000.0,1048.0,Rock
295,777,Relaxing,Glove Compartment,256000.0,90.0,Rock
296,778,Don't Call Me Tonite / Very Good,Glove Compartment,256000.0,153.0,Rock
297,779,Causing Disturbances,Glove Compartment,256000.0,71.0,Rock
298,780,Don't Peek-O,Glove Compartment,256000.0,89.0,Rock
299,781,Shoe-Shopping High,Glove Compartment,256000.0,27.0,Rock
300,782,Self Examination of His Wife's Breasts,Glove Compartment,256000.0,27.0,Rock
301,783,Puffy Onyx,Glove Compartment,256000.0,51.0,Rock
302,784,Lemon Intermezzo,Glove Compartment,256000.0,8.0,Rock
303,785,The Plywood Curtain,Glove Compartment,256000.0,27.0,Rock
304,786,Electric Guru,Glove Compartment,256000.0,172.0,Rock
305,787,Booger-Flicking Winners Go Freeh,Glove Compartment,256000.0,41.0,Rock
306,788,Vert,Glove Compartment,256000.0,39.0,Rock
307,789,Do I Tingle?,Glove Compartment,256000.0,4.0,Rock
308,790,"Up, Two?",Glove Compartment,256000.0,34.0,Rock
309,791,6:30 Encephalitis Spraydown,Glove Compartment,256000.0,101.0,Rock
310,792,Everyone - am Masterbate,Glove Compartment,256000.0,44.0,Rock
311,793,The Hymn of the Honeymoon,Glove Compartment,256000.0,145.0,Rock
312,794,.07 Sec,Glove Compartment,256000.0,6.0,Rock
313,795,The Lower Frequencies,Glove Compartment,256000.0,37.0,Rock
314,796,We Would Be Friends,Glove Compartment,256000.0,102.0,Rock
315,797,Joe Pico,Glove Compartment,256000.0,109.0,Rock
316,798,Artificial Breasts Are Not New,Glove Compartment,256000.0,13.0,Rock
317,803,Thinking About You,Guinea Worms,256000.0,181.0,Rock
318,804,Chock Fool of Nuts,Guinea Worms,256000.0,124.0,Rock
319,805,Haymaker,Guinea Worms,256000.0,110.0,Rock
320,806,Hello from Ohio,Guinea Worms,320000.0,232.0,Rock
321,807,Spider Season,Guinea Worms,256000.0,244.0,Rock
322,821,Sir,Hecuba,256000.0,200.0,Pop
323,822,Tom & Jerry,Hecuba,256000.0,323.0,Pop
324,823,YES,Hecuba,256000.0,245.0,Pop
325,824,Black Mold,Here Comes A Big Black Cloud!!,256000.0,165.0,Rock
326,825,Death March,Here Comes A Big Black Cloud!!,128000.0,83.0,Rock
327,826,Graverobbin,Here Comes A Big Black Cloud!!,128000.0,258.0,Rock
328,827,Psychic Violence,Here Comes A Big Black Cloud!!,256000.0,217.0,Rock
329,828,Scrilla,Here Comes A Big Black Cloud!!,256000.0,198.0,Rock
330,829,The Fly Pt. II,Here Comes A Big Black Cloud!!,128000.0,144.0,Rock
331,830,Vietnam,Here Comes A Big Black Cloud!!,256000.0,206.0,Rock
332,836,Sunsplash Dreamland,Heroin UK,256000.0,200.0,Rock
333,837,DopeSick,Heroin UK,256000.0,249.0,Rock
334,838,Wasteland,Heroin UK,256000.0,140.0,Rock
335,839,Just Like A Rose,Heroin UK,256000.0,257.0,Rock
336,840,Explosions,Heroin UK,256000.0,139.0,Rock
337,841,Big Nose,Heroin UK,256000.0,152.0,Rock
338,842,Baby,Heroin UK,256000.0,175.0,Rock
339,843,Today,Heroin UK,256000.0,346.0,Rock
340,844,Don't Wanna Die,Heroin UK,256000.0,176.0,Rock
341,845,Things You Say,Heroin UK,256000.0,183.0,Rock
342,846,Comin Down (The Wall),Heroin UK,256000.0,184.0,Rock
343,847,Rendered,Holzkopf,256000.0,1005.0,Pop
344,850,Tomb Of Science,Human Host,256000.0,274.0,Rock
345,851,Six Realms,Human Host,256000.0,269.0,Rock
346,852,Escape From the Organ Chamber,Human Host,256000.0,252.0,Rock
347,855,Aimless Journey,I Am the Liquor,256000.0,64.0,Rock
348,856,Last Nail In the Coffin,I Am the Liquor,256000.0,46.0,Rock
349,857,Boo Hod,I Am the Liquor,256000.0,28.0,Rock
350,858,Blastered,I Am the Liquor,256000.0,62.0,Rock
351,859,Take a Walk,I Am the Liquor,256000.0,33.0,Rock
352,860,If I Can't Smoke & Swear I'm Fucked,I Am the Liquor,256000.0,44.0,Rock
353,861,Kicking & Screaming,I Am the Liquor,256000.0,69.0,Rock
354,862,Yr. Life Is a Curse,I Am the Liquor,256000.0,69.0,Rock
355,863,Bariwax,I Am the Liquor,256000.0,90.0,Rock
356,874,11.5.00:46  Dead Tech Chicago,Illusion of Safety,128000.0,267.0,Electronic
357,875,4-27-01 hamburg (inoptrk9),Illusion of Safety,192000.0,292.0,Electronic
358,876,Acidiscipline,Illusion of Safety,128000.0,185.0,Electronic
359,877,As If,Illusion of Safety,192000.0,223.0,Electronic
360,878,Bad Carnival Acid,Illusion of Safety,128000.0,403.0,Electronic
361,879,Cancer Trk 5,Illusion of Safety,192000.0,102.0,Electronic
362,880,Gravelvoice one,Illusion of Safety,128000.0,489.0,Electronic
363,881,I could be wrong,Illusion of Safety,128000.0,135.0,Electronic
364,882,Immanent,Illusion of Safety,128000.0,253.0,Electronic
365,883,Immerse (exc),Illusion of Safety,128000.0,177.0,Electronic
366,885,Live Lisbon two 2-19-08,Illusion of Safety,192000.0,130.0,Electronic
367,886,ORD,Illusion of Safety,128000.0,175.0,Electronic
368,887,Rules of the game (pt 1),Illusion of Safety,128000.0,184.0,Electronic
369,888,Time Remaining,Illusion of Safety,192000.0,437.0,Electronic
370,889,Wasteland,Illusion of Safety,128000.0,473.0,Electronic
371,896,2012,Impediments,160000.0,274.0,Rock
372,991,Song Recorded Immediately Upon Return from X-Ray Eyes tour '96,Jason Willett,256000.0,178.0,Rock
373,992,Beautiful Song w/ kick drum solo,Jason Willett,256000.0,133.0,Rock
374,993,Or So I've Been Told,Jad Fair and Jason Willett,256000.0,86.0,Rock
375,1007,Heya,King Kong Ding Dong,256000.0,325.0,Rock
376,1009,South Street Bridge,King Kong Ding Dong,256000.0,212.0,Rock
377,1013,Dawn of Swords,Knit Witch,192000.0,338.0,Rock
378,1014,"Turk, Taylor and Jones",Kowloon Walled City,277548.0,219.0,Rock
379,1015,My Hands Are Turning To Bricks,Kowloon Walled City,277255.0,240.0,Rock
380,1016,Another Corporate Takeover,Kowloon Walled City,289594.0,355.0,Rock
381,1017,Inheritance,Kowloon Walled City,285245.0,316.0,Rock
382,1018,Make Us Pay,Kowloon Walled City,266659.0,386.0,Rock
383,1024,Dirty Bomb (excerpt),Landed,320000.0,86.0,Rock
384,1025,FM 91.1,Landed,320000.0,260.0,Rock
385,1026,Times I Despise,Landed,320000.0,144.0,Rock
386,1027,Black Cloud Pt 2,Lazy Magnet,256000.0,16.0,Rock
387,1028,Masters Of Science Fiction,Lazy Magnet,256000.0,103.0,Rock
388,1029,Wilder Climes,Lazy Magnet,256000.0,128.0,Rock
389,1030,Cut 1,Leprechaun Catering,128000.0,309.0,Rock
390,1031,Cut 2,Leprechaun Catering,128000.0,679.0,Rock
391,1032,Cut 3,Leprechaun Catering,128000.0,507.0,Rock
392,1033,Cut 4,Leprechaun Catering,128000.0,641.0,Rock
393,1039,13 Monsters,Lightning Bolt,256000.0,169.0,Rock
394,1040,Dracula Mountain,Lightning Bolt,192000.0,310.0,Rock
395,1041,Live with Steve MacKay of the Stooges,Liquorball,256000.0,324.0,Rock
396,1049,Les Jardins (De L'bouli),LO MOdA,259983.0,241.0,Rock
397,1050,Electric World,LO MOdA,258276.0,278.0,Rock
398,1051,A Warhead Dons Zithers,Lop,256000.0,1046.0,Pop
399,1052,Wide Mouth Penetrated Makeshift Mustache Man,Lovely Little Girls,256000.0,278.0,Rock
