,folder,file,id,path
48,000,000718.mp3,718,/mnt/g/fma/fma_small/000/000718.mp3
49,000,000777.mp3,777,/mnt/g/fma/fma_small/000/000777.mp3
50,000,000814.mp3,814,/mnt/g/fma/fma_small/000/000814.mp3
51,000,000821.mp3,821,/mnt/g/fma/fma_small/000/000821.mp3
52,000,000822.mp3,822,/mnt/g/fma/fma_small/000/000822.mp3
53,000,000825.mp3,825,/mnt/g/fma/fma_small/000/000825.mp3
54,000,000853.mp3,853,/mnt/g/fma/fma_small/000/000853.mp3
55,000,000890.mp3,890,/mnt/g/fma/fma_small/000/000890.mp3
56,000,000892.mp3,892,/mnt/g/fma/fma_small/000/000892.mp3
57,000,000897.mp3,897,/mnt/g/fma/fma_small/000/000897.mp3
58,000,000993.mp3,993,/mnt/g/fma/fma_small/000/000993.mp3
59,000,000995.mp3,995,/mnt/g/fma/fma_small/000/000995.mp3
60,000,000997.mp3,997,/mnt/g/fma/fma_small/000/000997.mp3
61,000,000998.mp3,998,/mnt/g/fma/fma_small/000/000998.mp3
62,001,001039.mp3,1039,/mnt/g/fma/fma_small/001/001039.mp3
63,001,001040.mp3,1040,/mnt/g/fma/fma_small/001/001040.mp3
64,001,001066.mp3,1066,/mnt/g/fma/fma_small/001/001066.mp3
65,001,001069.mp3,1069,/mnt/g/fma/fma_small/001/001069.mp3
66,001,001073.mp3,1073,/mnt/g/fma/fma_small/001/001073.mp3
67,001,001075.mp3,1075,/mnt/g/fma/fma_small/001/001075.mp3
68,001,001082.mp3,1082,/mnt/g/fma/fma_small/001/001082.mp3
69,001,001083.mp3,1083,/mnt/g/fma/fma_small/001/001083.mp3
70,001,001087.mp3,1087,/mnt/g/fma/fma_small/001/001087.mp3
71,001,001102.mp3,1102,/mnt/g/fma/fma_small/001/001102.mp3
72,001,001193.mp3,1193,/mnt/g/fma/fma_small/001/001193.mp3
73,001,001195.mp3,1195,/mnt/g/fma/fma_small/001/001195.mp3
74,001,001196.mp3,1196,/mnt/g/fma/fma_small/001/001196.mp3
75,001,001197.mp3,1197,/mnt/g/fma/fma_small/001/001197.mp3
76,001,001249.mp3,1249,/mnt/g/fma/fma_small/001/001249.mp3
77,001,001259.mp3,1259,/mnt/g/fma/fma_small/001/001259.mp3
78,001,001270.mp3,1270,/mnt/g/fma/fma_small/001/001270.mp3
79,001,001276.mp3,1276,/mnt/g/fma/fma_small/001/001276.mp3
80,001,001277.mp3,1277,/mnt/g/fma/fma_small/001/001277.mp3
81,001,001278.mp3,1278,/mnt/g/fma/fma_small/001/001278.mp3
82,001,001417.mp3,1417,/mnt/g/fma/fma_small/001/001417.mp3
83,001,001427.mp3,1427,/mnt/g/fma/fma_small/001/001427.mp3
84,001,001443.mp3,1443,/mnt/g/fma/fma_small/001/001443.mp3
85,001,001482.mp3,1482,/mnt/g/fma/fma_small/001/001482.mp3
86,001,001510.mp3,1510,/mnt/g/fma/fma_small/001/001510.mp3
87,001,001544.mp3,1544,/mnt/g/fma/fma_small/001/001544.mp3
88,001,001642.mp3,1642,/mnt/g/fma/fma_small/001/001642.mp3
89,001,001644.mp3,1644,/mnt/g/fma/fma_small/001/001644.mp3
90,001,001649.mp3,1649,/mnt/g/fma/fma_small/001/001649.mp3
91,001,001661.mp3,1661,/mnt/g/fma/fma_small/001/001661.mp3
92,001,001663.mp3,1663,/mnt/g/fma/fma_small/001/001663.mp3
93,001,001666.mp3,1666,/mnt/g/fma/fma_small/001/001666.mp3
94,001,001673.mp3,1673,/mnt/g/fma/fma_small/001/001673.mp3
95,001,001680.mp3,1680,/mnt/g/fma/fma_small/001/001680.mp3
96,001,001681.mp3,1681,/mnt/g/fma/fma_small/001/001681.mp3
97,001,001682.mp3,1682,/mnt/g/fma/fma_small/001/001682.mp3
98,001,001683.mp3,1683,/mnt/g/fma/fma_small/001/001683.mp3
99,001,001684.mp3,1684,/mnt/g/fma/fma_small/001/001684.mp3
100,001,001685.mp3,1685,/mnt/g/fma/fma_small/001/001685.mp3
101,001,001686.mp3,1686,/mnt/g/fma/fma_small/001/001686.mp3
102,001,001687.mp3,1687,/mnt/g/fma/fma_small/001/001687.mp3
103,001,001688.mp3,1688,/mnt/g/fma/fma_small/001/001688.mp3
104,001,001689.mp3,1689,/mnt/g/fma/fma_small/001/001689.mp3
105,001,001701.mp3,1701,/mnt/g/fma/fma_small/001/001701.mp3
106,001,001702.mp3,1702,/mnt/g/fma/fma_small/001/001702.mp3
107,001,001703.mp3,1703,/mnt/g/fma/fma_small/001/001703.mp3
108,001,001704.mp3,1704,/mnt/g/fma/fma_small/001/001704.mp3
109,001,001706.mp3,1706,/mnt/g/fma/fma_small/001/001706.mp3
110,001,001720.mp3,1720,/mnt/g/fma/fma_small/001/001720.mp3
111,001,001732.mp3,1732,/mnt/g/fma/fma_small/001/001732.mp3
112,001,001733.mp3,1733,/mnt/g/fma/fma_small/001/001733.mp3
113,001,001735.mp3,1735,/mnt/g/fma/fma_small/001/001735.mp3
114,001,001736.mp3,1736,/mnt/g/fma/fma_small/001/001736.mp3
115,001,001883.mp3,1883,/mnt/g/fma/fma_small/001/001883.mp3
116,001,001891.mp3,1891,/mnt/g/fma/fma_small/001/001891.mp3
117,001,001893.mp3,1893,/mnt/g/fma/fma_small/001/001893.mp3
118,001,001924.mp3,1924,/mnt/g/fma/fma_small/001/001924.mp3
119,001,001925.mp3,1925,/mnt/g/fma/fma_small/001/001925.mp3
120,001,001929.mp3,1929,/mnt/g/fma/fma_small/001/001929.mp3
121,001,001930.mp3,1930,/mnt/g/fma/fma_small/001/001930.mp3
122,002,002012.mp3,2012,/mnt/g/fma/fma_small/002/002012.mp3
123,002,002096.mp3,2096,/mnt/g/fma/fma_small/002/002096.mp3
124,002,002097.mp3,2097,/mnt/g/fma/fma_small/002/002097.mp3
125,002,002099.mp3,2099,/mnt/g/fma/fma_small/002/002099.mp3
126,003,003263.mp3,3263,/mnt/g/fma/fma_small/003/003263.mp3
127,003,003264.mp3,3264,/mnt/g/fma/fma_small/003/003264.mp3
128,003,003265.mp3,3265,/mnt/g/fma/fma_small/003/003265.mp3
129,003,003266.mp3,3266,/mnt/g/fma/fma_small/003/003266.mp3
130,003,003270.mp3,3270,/mnt/g/fma/fma_small/003/003270.mp3
131,003,003271.mp3,3271,/mnt/g/fma/fma_small/003/003271.mp3
132,003,003272.mp3,3272,/mnt/g/fma/fma_small/003/003272.mp3
133,003,003273.mp3,3273,/mnt/g/fma/fma_small/003/003273.mp3
134,003,003274.mp3,3274,/mnt/g/fma/fma_small/003/003274.mp3
135,003,003492.mp3,3492,/mnt/g/fma/fma_small/003/003492.mp3
136,003,003532.mp3,3532,/mnt/g/fma/fma_small/003/003532.mp3
137,003,003533.mp3,3533,/mnt/g/fma/fma_small/003/003533.mp3
138,003,003534.mp3,3534,/mnt/g/fma/fma_small/003/003534.mp3
139,003,003535.mp3,3535,/mnt/g/fma/fma_small/003/003535.mp3
140,003,003537.mp3,3537,/mnt/g/fma/fma_small/003/003537.mp3
141,003,003538.mp3,3538,/mnt/g/fma/fma_small/003/003538.mp3
142,003,003573.mp3,3573,/mnt/g/fma/fma_small/003/003573.mp3
143,003,003598.mp3,3598,/mnt/g/fma/fma_small/003/003598.mp3
144,003,003624.mp3,3624,/mnt/g/fma/fma_small/003/003624.mp3
145,003,003707.mp3,3707,/mnt/g/fma/fma_small/003/003707.mp3
146,003,003708.mp3,3708,/mnt/g/fma/fma_small/003/003708.mp3
147,003,003720.mp3,3720,/mnt/g/fma/fma_small/003/003720.mp3
148,003,003721.mp3,3721,/mnt/g/fma/fma_small/003/003721.mp3
149,003,003722.mp3,3722,/mnt/g/fma/fma_small/003/003722.mp3
150,003,003724.mp3,3724,/mnt/g/fma/fma_small/003/003724.mp3
151,003,003725.mp3,3725,/mnt/g/fma/fma_small/003/003725.mp3
152,003,003761.mp3,3761,/mnt/g/fma/fma_small/003/003761.mp3
153,003,003762.mp3,3762,/mnt/g/fma/fma_small/003/003762.mp3
154,003,003763.mp3,3763,/mnt/g/fma/fma_small/003/003763.mp3
155,003,003765.mp3,3765,/mnt/g/fma/fma_small/003/003765.mp3
156,003,003766.mp3,3766,/mnt/g/fma/fma_small/003/003766.mp3
157,003,003775.mp3,3775,/mnt/g/fma/fma_small/003/003775.mp3
158,003,003776.mp3,3776,/mnt/g/fma/fma_small/003/003776.mp3
159,003,003777.mp3,3777,/mnt/g/fma/fma_small/003/003777.mp3
160,003,003778.mp3,3778,/mnt/g/fma/fma_small/003/003778.mp3
161,003,003779.mp3,3779,/mnt/g/fma/fma_small/003/003779.mp3
162,003,003832.mp3,3832,/mnt/g/fma/fma_small/003/003832.mp3
163,003,003833.mp3,3833,/mnt/g/fma/fma_small/003/003833.mp3
164,003,003840.mp3,3840,/mnt/g/fma/fma_small/003/003840.mp3
165,003,003880.mp3,3880,/mnt/g/fma/fma_small/003/003880.mp3
166,003,003895.mp3,3895,/mnt/g/fma/fma_small/003/003895.mp3
167,003,003896.mp3,3896,/mnt/g/fma/fma_small/003/003896.mp3
168,003,003904.mp3,3904,/mnt/g/fma/fma_small/003/003904.mp3
169,003,003905.mp3,3905,/mnt/g/fma/fma_small/003/003905.mp3
170,003,003906.mp3,3906,/mnt/g/fma/fma_small/003/003906.mp3
171,003,003908.mp3,3908,/mnt/g/fma/fma_small/003/003908.mp3
172,003,003909.mp3,3909,/mnt/g/fma/fma_small/003/003909.mp3
173,003,003910.mp3,3910,/mnt/g/fma/fma_small/003/003910.mp3
174,003,003911.mp3,3911,/mnt/g/fma/fma_small/003/003911.mp3
175,003,003912.mp3,3912,/mnt/g/fma/fma_small/003/003912.mp3
176,003,003913.mp3,3913,/mnt/g/fma/fma_small/003/003913.mp3
177,003,003920.mp3,3920,/mnt/g/fma/fma_small/003/003920.mp3
178,003,003921.mp3,3921,/mnt/g/fma/fma_small/003/003921.mp3
179,003,003950.mp3,3950,/mnt/g/fma/fma_small/003/003950.mp3
180,004,004013.mp3,4013,/mnt/g/fma/fma_small/004/004013.mp3
181,004,004017.mp3,4017,/mnt/g/fma/fma_small/004/004017.mp3
182,004,004022.mp3,4022,/mnt/g/fma/fma_small/004/004022.mp3
183,004,004037.mp3,4037,/mnt/g/fma/fma_small/004/004037.mp3
184,004,004066.mp3,4066,/mnt/g/fma/fma_small/004/004066.mp3
185,004,004067.mp3,4067,/mnt/g/fma/fma_small/004/004067.mp3
186,004,004068.mp3,4068,/mnt/g/fma/fma_small/004/004068.mp3
187,004,004069.mp3,4069,/mnt/g/fma/fma_small/004/004069.mp3
188,004,004070.mp3,4070,/mnt/g/fma/fma_small/004/004070.mp3
189,004,004071.mp3,4071,/mnt/g/fma/fma_small/004/004071.mp3
190,004,004072.mp3,4072,/mnt/g/fma/fma_small/004/004072.mp3
191,004,004073.mp3,4073,/mnt/g/fma/fma_small/004/004073.mp3
192,004,004074.mp3,4074,/mnt/g/fma/fma_small/004/004074.mp3
193,004,004075.mp3,4075,/mnt/g/fma/fma_small/004/004075.mp3
194,004,004076.mp3,4076,/mnt/g/fma/fma_small/004/004076.mp3
195,004,004077.mp3,4077,/mnt/g/fma/fma_small/004/004077.mp3
196,004,004078.mp3,4078,/mnt/g/fma/fma_small/004/004078.mp3
197,004,004079.mp3,4079,/mnt/g/fma/fma_small/004/004079.mp3
198,004,004080.mp3,4080,/mnt/g/fma/fma_small/004/004080.mp3
199,004,004091.mp3,4091,/mnt/g/fma/fma_small/004/004091.mp3
200,004,004092.mp3,4092,/mnt/g/fma/fma_small/004/004092.mp3
201,004,004093.mp3,4093,/mnt/g/fma/fma_small/004/004093.mp3
202,004,004094.mp3,4094,/mnt/g/fma/fma_small/004/004094.mp3
203,004,004095.mp3,4095,/mnt/g/fma/fma_small/004/004095.mp3
204,004,004096.mp3,4096,/mnt/g/fma/fma_small/004/004096.mp3
205,004,004097.mp3,4097,/mnt/g/fma/fma_small/004/004097.mp3
206,004,004098.mp3,4098,/mnt/g/fma/fma_small/004/004098.mp3
207,004,004099.mp3,4099,/mnt/g/fma/fma_small/004/004099.mp3
208,004,004100.mp3,4100,/mnt/g/fma/fma_small/004/004100.mp3
209,004,004101.mp3,4101,/mnt/g/fma/fma_small/004/004101.mp3
210,004,004102.mp3,4102,/mnt/g/fma/fma_small/004/004102.mp3
211,004,004103.mp3,4103,/mnt/g/fma/fma_small/004/004103.mp3
212,004,004108.mp3,4108,/mnt/g/fma/fma_small/004/004108.mp3
213,004,004232.mp3,4232,/mnt/g/fma/fma_small/004/004232.mp3
214,004,004233.mp3,4233,/mnt/g/fma/fma_small/004/004233.mp3
215,004,004234.mp3,4234,/mnt/g/fma/fma_small/004/004234.mp3
216,004,004235.mp3,4235,/mnt/g/fma/fma_small/004/004235.mp3
217,004,004236.mp3,4236,/mnt/g/fma/fma_small/004/004236.mp3
218,004,004239.mp3,4239,/mnt/g/fma/fma_small/004/004239.mp3
219,004,004450.mp3,4450,/mnt/g/fma/fma_small/004/004450.mp3
220,004,004507.mp3,4507,/mnt/g/fma/fma_small/004/004507.mp3
221,004,004508.mp3,4508,/mnt/g/fma/fma_small/004/004508.mp3
222,004,004509.mp3,4509,/mnt/g/fma/fma_small/004/004509.mp3
223,004,004510.mp3,4510,/mnt/g/fma/fma_small/004/004510.mp3
224,004,004511.mp3,4511,/mnt/g/fma/fma_small/004/004511.mp3
225,004,004519.mp3,4519,/mnt/g/fma/fma_small/004/004519.mp3
226,004,004520.mp3,4520,/mnt/g/fma/fma_small/004/004520.mp3
227,004,004521.mp3,4521,/mnt/g/fma/fma_small/004/004521.mp3
228,004,004522.mp3,4522,/mnt/g/fma/fma_small/004/004522.mp3
229,004,004682.mp3,4682,/mnt/g/fma/fma_small/004/004682.mp3
230,004,004684.mp3,4684,/mnt/g/fma/fma_small/004/004684.mp3
231,004,004685.mp3,4685,/mnt/g/fma/fma_small/004/004685.mp3
232,004,004688.mp3,4688,/mnt/g/fma/fma_small/004/004688.mp3
233,004,004777.mp3,4777,/mnt/g/fma/fma_small/004/004777.mp3
234,004,004778.mp3,4778,/mnt/g/fma/fma_small/004/004778.mp3
235,004,004779.mp3,4779,/mnt/g/fma/fma_small/004/004779.mp3
236,004,004780.mp3,4780,/mnt/g/fma/fma_small/004/004780.mp3
237,004,004781.mp3,4781,/mnt/g/fma/fma_small/004/004781.mp3
238,004,004782.mp3,4782,/mnt/g/fma/fma_small/004/004782.mp3
239,004,004784.mp3,4784,/mnt/g/fma/fma_small/004/004784.mp3
240,004,004785.mp3,4785,/mnt/g/fma/fma_small/004/004785.mp3
241,004,004786.mp3,4786,/mnt/g/fma/fma_small/004/004786.mp3
242,004,004787.mp3,4787,/mnt/g/fma/fma_small/004/004787.mp3
243,004,004788.mp3,4788,/mnt/g/fma/fma_small/004/004788.mp3
244,004,004799.mp3,4799,/mnt/g/fma/fma_small/004/004799.mp3
245,004,004835.mp3,4835,/mnt/g/fma/fma_small/004/004835.mp3
246,004,004836.mp3,4836,/mnt/g/fma/fma_small/004/004836.mp3
247,004,004838.mp3,4838,/mnt/g/fma/fma_small/004/004838.mp3
248,004,004846.mp3,4846,/mnt/g/fma/fma_small/004/004846.mp3
249,004,004848.mp3,4848,/mnt/g/fma/fma_small/004/004848.mp3
250,004,004849.mp3,4849,/mnt/g/fma/fma_small/004/004849.mp3
251,005,005006.mp3,5006,/mnt/g/fma/fma_small/005/005006.mp3
252,005,005156.mp3,5156,/mnt/g/fma/fma_small/005/005156.mp3
253,005,005157.mp3,5157,/mnt/g/fma/fma_small/005/005157.mp3
254,005,005158.mp3,5158,/mnt/g/fma/fma_small/005/005158.mp3
255,005,005159.mp3,5159,/mnt/g/fma/fma_small/005/005159.mp3
256,005,005169.mp3,5169,/mnt/g/fma/fma_small/005/005169.mp3
257,005,005170.mp3,5170,/mnt/g/fma/fma_small/005/005170.mp3
258,005,005171.mp3,5171,/mnt/g/fma/fma_small/005/005171.mp3
259,005,005191.mp3,5191,/mnt/g/fma/fma_small/005/005191.mp3
260,005,005264.mp3,5264,/mnt/g/fma/fma_small/005/005264.mp3
261,005,005268.mp3,5268,/mnt/g/fma/fma_small/005/005268.mp3
262,005,005376.mp3,5376,/mnt/g/fma/fma_small/005/005376.mp3
263,005,005381.mp3,5381,/mnt/g/fma/fma_small/005/005381.mp3
264,005,005521.mp3,5521,/mnt/g/fma/fma_small/005/005521.mp3
265,005,005879.mp3,5879,/mnt/g/fma/fma_small/005/005879.mp3
266,005,005936.mp3,5936,/mnt/g/fma/fma_small/005/005936.mp3
267,005,005940.mp3,5940,/mnt/g/fma/fma_small/005/005940.mp3
268,006,006329.mp3,6329,/mnt/g/fma/fma_small/006/006329.mp3
269,006,006330.mp3,6330,/mnt/g/fma/fma_small/006/006330.mp3
270,006,006331.mp3,6331,/mnt/g/fma/fma_small/006/006331.mp3
271,006,006332.mp3,6332,/mnt/g/fma/fma_small/006/006332.mp3
272,006,006333.mp3,6333,/mnt/g/fma/fma_small/006/006333.mp3
273,006,006342.mp3,6342,/mnt/g/fma/fma_small/006/006342.mp3
274,006,006354.mp3,6354,/mnt/g/fma/fma_small/006/006354.mp3
275,006,006357.mp3,6357,/mnt/g/fma/fma_small/006/006357.mp3
276,006,006358.mp3,6358,/mnt/g/fma/fma_small/006/006358.mp3
277,006,006360.mp3,6360,/mnt/g/fma/fma_small/006/006360.mp3
278,006,006363.mp3,6363,/mnt/g/fma/fma_small/006/006363.mp3
279,006,006366.mp3,6366,/mnt/g/fma/fma_small/006/006366.mp3
280,006,006367.mp3,6367,/mnt/g/fma/fma_small/006/006367.mp3
281,006,006368.mp3,6368,/mnt/g/fma/fma_small/006/006368.mp3
282,006,006370.mp3,6370,/mnt/g/fma/fma_small/006/006370.mp3
283,006,006372.mp3,6372,/mnt/g/fma/fma_small/006/006372.mp3
284,006,006373.mp3,6373,/mnt/g/fma/fma_small/006/006373.mp3
285,006,006376.mp3,6376,/mnt/g/fma/fma_small/006/006376.mp3
286,006,006379.mp3,6379,/mnt/g/fma/fma_small/006/006379.mp3
287,006,006380.mp3,6380,/mnt/g/fma/fma_small/006/006380.mp3
288,006,006381.mp3,6381,/mnt/g/fma/fma_small/006/006381.mp3
289,006,006382.mp3,6382,/mnt/g/fma/fma_small/006/006382.mp3
290,006,006383.mp3,6383,/mnt/g/fma/fma_small/006/006383.mp3
291,006,006385.mp3,6385,/mnt/g/fma/fma_small/006/006385.mp3
292,006,006387.mp3,6387,/mnt/g/fma/fma_small/006/006387.mp3
293,006,006389.mp3,6389,/mnt/g/fma/fma_small/006/006389.mp3
294,006,006390.mp3,6390,/mnt/g/fma/fma_small/006/006390.mp3
295,006,006393.mp3,6393,/mnt/g/fma/fma_small/006/006393.mp3
296,006,006394.mp3,6394,/mnt/g/fma/fma_small/006/006394.mp3
297,006,006396.mp3,6396,/mnt/g/fma/fma_small/006/006396.mp3
298,006,006406.mp3,6406,/mnt/g/fma/fma_small/006/006406.mp3
299,006,006407.mp3,6407,/mnt/g/fma/fma_small/006/006407.mp3
300,006,006439.mp3,6439,/mnt/g/fma/fma_small/006/006439.mp3
301,006,006440.mp3,6440,/mnt/g/fma/fma_small/006/006440.mp3
302,006,006442.mp3,6442,/mnt/g/fma/fma_small/006/006442.mp3
303,006,006443.mp3,6443,/mnt/g/fma/fma_small/006/006443.mp3
304,006,006448.mp3,6448,/mnt/g/fma/fma_small/006/006448.mp3
305,006,006459.mp3,6459,/mnt/g/fma/fma_small/006/006459.mp3
306,006,006461.mp3,6461,/mnt/g/fma/fma_small/006/006461.mp3
307,006,006463.mp3,6463,/mnt/g/fma/fma_small/006/006463.mp3
308,006,006467.mp3,6467,/mnt/g/fma/fma_small/006/006467.mp3
309,006,006469.mp3,6469,/mnt/g/fma/fma_small/006/006469.mp3
310,006,006517.mp3,6517,/mnt/g/fma/fma_small/006/006517.mp3
311,006,006519.mp3,6519,/mnt/g/fma/fma_small/006/006519.mp3
312,006,006603.mp3,6603,/mnt/g/fma/fma_small/006/006603.mp3
313,006,006605.mp3,6605,/mnt/g/fma/fma_small/006/006605.mp3
314,006,006606.mp3,6606,/mnt/g/fma/fma_small/006/006606.mp3
315,006,006607.mp3,6607,/mnt/g/fma/fma_small/006/006607.mp3
316,006,006608.mp3,6608,/mnt/g/fma/fma_small/006/006608.mp3
317,006,006609.mp3,6609,/mnt/g/fma/fma_small/006/006609.mp3
318,006,006610.mp3,6610,/mnt/g/fma/fma_small/006/006610.mp3
319,006,006611.mp3,6611,/mnt/g/fma/fma_small/006/006611.mp3
320,006,006674.mp3,6674,/mnt/g/fma/fma_small/006/006674.mp3
321,006,006675.mp3,6675,/mnt/g/fma/fma_small/006/006675.mp3
322,006,006677.mp3,6677,/mnt/g/fma/fma_small/006/006677.mp3
323,006,006679.mp3,6679,/mnt/g/fma/fma_small/006/006679.mp3
324,006,006680.mp3,6680,/mnt/g/fma/fma_small/006/006680.mp3
325,006,006684.mp3,6684,/mnt/g/fma/fma_small/006/006684.mp3
326,006,006762.mp3,6762,/mnt/g/fma/fma_small/006/006762.mp3
327,006,006776.mp3,6776,/mnt/g/fma/fma_small/006/006776.mp3
328,006,006778.mp3,6778,/mnt/g/fma/fma_small/006/006778.mp3
329,006,006779.mp3,6779,/mnt/g/fma/fma_small/006/006779.mp3
330,006,006782.mp3,6782,/mnt/g/fma/fma_small/006/006782.mp3
331,006,006783.mp3,6783,/mnt/g/fma/fma_small/006/006783.mp3
332,006,006788.mp3,6788,/mnt/g/fma/fma_small/006/006788.mp3
333,006,006802.mp3,6802,/mnt/g/fma/fma_small/006/006802.mp3
334,006,006803.mp3,6803,/mnt/g/fma/fma_small/006/006803.mp3
335,006,006854.mp3,6854,/mnt/g/fma/fma_small/006/006854.mp3
336,006,006855.mp3,6855,/mnt/g/fma/fma_small/006/006855.mp3
337,006,006856.mp3,6856,/mnt/g/fma/fma_small/006/006856.mp3
338,006,006857.mp3,6857,/mnt/g/fma/fma_small/006/006857.mp3
339,007,007011.mp3,7011,/mnt/g/fma/fma_small/007/007011.mp3
340,007,007373.mp3,7373,/mnt/g/fma/fma_small/007/007373.mp3
341,007,007374.mp3,7374,/mnt/g/fma/fma_small/007/007374.mp3
342,007,007375.mp3,7375,/mnt/g/fma/fma_small/007/007375.mp3
343,007,007376.mp3,7376,/mnt/g/fma/fma_small/007/007376.mp3
344,007,007377.mp3,7377,/mnt/g/fma/fma_small/007/007377.mp3
345,007,007378.mp3,7378,/mnt/g/fma/fma_small/007/007378.mp3
346,007,007379.mp3,7379,/mnt/g/fma/fma_small/007/007379.mp3
347,007,007381.mp3,7381,/mnt/g/fma/fma_small/007/007381.mp3
348,007,007383.mp3,7383,/mnt/g/fma/fma_small/007/007383.mp3
349,007,007385.mp3,7385,/mnt/g/fma/fma_small/007/007385.mp3
350,007,007386.mp3,7386,/mnt/g/fma/fma_small/007/007386.mp3
351,007,007388.mp3,7388,/mnt/g/fma/fma_small/007/007388.mp3
352,007,007391.mp3,7391,/mnt/g/fma/fma_small/007/007391.mp3
353,007,007393.mp3,7393,/mnt/g/fma/fma_small/007/007393.mp3
354,007,007481.mp3,7481,/mnt/g/fma/fma_small/007/007481.mp3
355,007,007482.mp3,7482,/mnt/g/fma/fma_small/007/007482.mp3
356,007,007483.mp3,7483,/mnt/g/fma/fma_small/007/007483.mp3
357,007,007487.mp3,7487,/mnt/g/fma/fma_small/007/007487.mp3
358,007,007488.mp3,7488,/mnt/g/fma/fma_small/007/007488.mp3
359,007,007489.mp3,7489,/mnt/g/fma/fma_small/007/007489.mp3
360,007,007490.mp3,7490,/mnt/g/fma/fma_small/007/007490.mp3
361,007,007491.mp3,7491,/mnt/g/fma/fma_small/007/007491.mp3
362,007,007492.mp3,7492,/mnt/g/fma/fma_small/007/007492.mp3
363,007,007495.mp3,7495,/mnt/g/fma/fma_small/007/007495.mp3
364,007,007526.mp3,7526,/mnt/g/fma/fma_small/007/007526.mp3
365,007,007527.mp3,7527,/mnt/g/fma/fma_small/007/007527.mp3
366,007,007528.mp3,7528,/mnt/g/fma/fma_small/007/007528.mp3
367,007,007529.mp3,7529,/mnt/g/fma/fma_small/007/007529.mp3
368,007,007548.mp3,7548,/mnt/g/fma/fma_small/007/007548.mp3
